qed,mw,logp,hbd,hba,sa,lipinski_viol,lipinski_pass,smiles
0.1987629999453637,501.56100000000026,2.7332,6,7,4.438292673075361,2,0,N[C@@H](CCC(O)=N[C@@H](CS[C@@H]1c2ccccc2-c2ccccc2[C@H]1O)C(O)=NCC(=O)O)C(=O)O
0.1987629999453637,501.56100000000026,2.7332,6,7,4.438292673075361,2,0,N[C@@H](CCC(O)=N[C@@H](CS[C@H]1c2ccccc2-c2ccccc2[C@H]1O)C(O)=NCC(=O)O)C(=O)O
0.1987629999453637,501.56100000000026,2.7332,6,7,4.438292673075361,2,0,N[C@@H](CCC(O)=N[C@@H](CS[C@H]1c2ccccc2-c2ccccc2[C@@H]1O)C(O)=NCC(=O)O)C(=O)O
0.17422892571118925,477.5390000000002,1.5365000000000013,6,8,5.006236793110167,1,0,C[C@@H](O)[C@@H](C=O)[C@@H]1NC(C(=O)O)=C(S[C@@H]2CN[C@H](C(O)=Nc3cccc(C(=O)O)c3)C2)[C@@H]1C
0.20112330987870897,477.5390000000002,1.5449000000000002,5,8,5.253890258156196,0,1,C[C@@H]1[C@H]([C@H](C=O)[C@@H](C)O)N=C(C(=O)O)[C@H]1S[C@@H]1CN[C@H](C(O)=Nc2cccc(C(=O)O)c2)C1
0.17422892571118925,477.5390000000002,1.5365000000000013,6,8,5.002027562340938,1,0,C[C@@H](O)[C@@H](C=O)[C@@H]1NC(C(=O)O)=C(S[C@@H]2CN[C@H](C(O)=Nc3ccccc3C(=O)O)C2)[C@@H]1C
0.20112330987870897,477.5390000000002,1.5449000000000006,5,8,5.2496810273869645,0,1,C[C@@H]1[C@H]([C@H](C=O)[C@@H](C)O)N=C(C(=O)O)[C@H]1S[C@@H]1CN[C@H](C(O)=Nc2ccccc2C(=O)O)C1
0.20667216081079645,373.43100000000004,0.43070000000000114,4,6,4.2141782351873545,0,1,CC1(C)S[C@@H]2[C@H](N=C(O)CCCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O
0.4968211381160781,334.39700000000005,1.7011,2,4,3.7616931675598035,0,1,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
0.2821801854210173,359.40400000000005,0.04060000000000208,4,6,4.269222040762967,0,1,CC1(C)S[C@@H]2[C@H](N=C(O)CCC[C@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O
0.4095307494288942,379.438,1.9527699999999995,4,5,2.941981351591812,0,1,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=N)O)C(=O)O)cccc12
0.3262477342216043,520.6480000000004,3.0336000000000007,2,7,3.7885623373644712,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O[C@H]2CCOC2)cc1
0.2137055169215038,336.237,-0.8190300000000008,6,7,4.641710507910162,1,0,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C=CC1
0.3262477342216043,520.6480000000004,3.0336000000000007,2,7,3.7885623373644712,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O[C@@H]2CCOC2)cc1
0.2821801854210173,359.40400000000005,0.04060000000000208,4,6,4.269222040762967,0,1,CC1(C)S[C@@H]2[C@H](N=C(O)CCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O
0.4388167768844277,385.48600000000016,-0.36169999999999836,4,7,5.001381290687414,0,1,C[C@@H](O)[C@@H](C=O)[C@@H]1NC(C(=O)O)=C(S[C@@H]2CN[C@H](C(=O)N(C)C)C2)[C@@H]1C
0.4250604429856227,499.67400000000026,2.2670000000000012,2,7,3.5424588497940537,0,1,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)C(C)(C)C)C(C)C)ccc1OC
0.5123875676788782,385.48600000000016,-0.35329999999999817,3,7,5.299969471452506,0,1,C[C@@H]1[C@H]([C@H](C=O)[C@@H](C)O)N=C(C(=O)O)[C@H]1S[C@@H]1CN[C@H](C(=O)N(C)C)C1
0.6338117168058955,380.422,1.5020999999999998,3,5,2.6425780548885154,0,1,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)cccc12
0.24269025919753356,505.6370000000003,2.6072000000000006,3,7,3.869244694423963,1,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
0.2380003066901687,422.52900000000017,-1.6567999999999958,6,8,5.137740555703916,1,0,C[C@@H](O)[C@@H](C=O)[C@@H]1NC(C(=O)O)=C(S[C@@H]2CN[C@H](CNS(N)(=O)=O)C2)[C@@H]1C
0.40591357219960755,448.58500000000015,3.2905000000000015,2,5,3.3182145811780384,0,1,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(C)O)cc1
0.2634929445522449,563.6730000000003,2.9476000000000004,3,8,4.225641075218816,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O[C@@H]2CCOCN=C2O)cc1
0.4149346326705476,336.413,1.6474,3,5,4.195275585142221,0,1,CC1(C)S[C@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O
0.15139906271270448,545.5700000000004,2.4314,7,8,4.523677570523677,2,0,N[C@@H](CCC(O)=N[C@@H](CS[C@@H]1c2ccccc2-c2ccc(C(=O)O)cc2[C@H]1O)C(O)=NCC(=O)O)C(=O)O
0.35978936381204496,533.6910000000001,2.668700000000002,2,7,3.405861581332129,1,0,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC
0.3258350094448683,587.6610000000003,3.5587000000000035,2,7,3.6117669345077976,1,0,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC(F)(F)F
0.22777465657132764,397.43800000000005,0.5848699999999998,4,9,5.427052201849065,0,1,C=C1CS[C@H]([C@@H](C=O)N=C(O)/C(=N\OC)c2csc(=N)[nH]2)N=C1C(=O)O
0.24102642174909367,534.6310000000003,2.5602,2,8,3.8408623844419845,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O[C@H]2CCOC2=O)cc1
0.2878702697419516,550.6740000000003,3.042200000000001,2,8,3.8570035020491975,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O[C@@H]2CCOC2)cc1OC
0.2878702697419516,550.6740000000003,3.042200000000001,2,8,3.8570035020491975,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)O[C@H]2CCOC2)cc1OC
0.22619210987037552,563.6730000000003,2.3838,4,7,4.037576801419577,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)[C@@H]2C[C@@H](O)CN2C(=O)O)cc1
0.18623850447595217,560.7170000000002,3.031570000000001,5,7,4.238234038419337,1,0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)N=C(O)[C@@H]2CNC[C@H](C(=N)O)C2)cc1
0.20616093648140996,336.237,-1.1666300000000007,6,7,4.67014205940951,1,0,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CC=C1
0.20112330987870897,477.5390000000002,1.5449000000000002,5,8,5.253890258156196,0,1,C[C@@H]1[C@H]([C@H](C=O)[C@@H](C)O)N=C(C(=O)O)[C@@H]1S[C@@H]1CN[C@H](C(O)=Nc2cccc(C(=O)O)c2)C1
