qed,mw,logp,hbd,hba,sa,lipinski_viol,lipinski_pass,smiles
0.3699235875331047,378.3850000000001,-0.22526000000000035,7,10,4.280392377649342,1,0,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(O)nc(O)c1N2
0.4968211381160781,334.39700000000005,1.7011,2,4,3.7616931675598035,0,1,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
0.33589761692395464,365.41100000000006,2.0153,2,6,2.942417183350182,0,1,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C)C(O)=NO)cc1
0.29608174459996384,384.24500000000006,1.7757000000000005,4,6,4.060834015694621,0,1,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cnccn1)B(O)O
0.33589761692395464,365.41100000000006,2.0153,2,6,2.942417183350182,0,1,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@H](C)C(O)=NO)cc1
0.5659631017710787,291.2,-0.14493000000000028,4,7,4.258630740000264,0,1,N=c1ccn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(O)n1
0.45468220497329526,333.2370000000001,0.06481999999999993,5,7,3.99776104349073,0,1,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O
0.7857271031431555,273.18499999999995,0.8502699999999999,2,8,4.6476470094499085,0,1,N=c1ccn([C@H]2CC[C@@H](COP(=O)=O)O2)c(O)n1
0.8308451201348496,251.30699999999996,2.1525,1,3,1.9701886554191521,0,1,CN(C)c1cccc2c(S(=O)(=O)O)cccc12
0.5281977215303706,394.36400000000015,2.3247200000000006,4,6,3.6505810999518866,0,1,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CO[C@H](c3ccccc3)C2)c1O
0.5007073028756932,315.33299999999997,1.1317699999999997,6,6,3.612104619041121,1,0,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)N2
0.3699235875331047,378.3850000000001,-0.22526000000000035,7,10,4.289367720115094,1,0,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)c1c(O)nc(O)nc1N2
0.47438018341738075,374.37400000000014,1.5900199999999998,5,6,4.131796844935814,0,1,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2C[C@@H](C)[C@H](O)[C@@H](C)C2)c1O
0.4270208299966878,410.3630000000001,1.2955199999999998,5,7,3.9112870592824454,0,1,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CO[C@H](c3ccccc3)[C@@H]2O)c1O
0.4221846830961778,344.331,0.16196999999999878,6,7,3.740693647755341,1,0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)N2C=O
0.5034857925385896,321.39799999999997,1.7345000000000002,2,5,4.359728987402329,0,1,CC1(C)S[C@H]2[C@@H](OC(=O)[C@H]2N=C(O)Cc2ccccc2)[C@H]1O
0.4837372576020995,317.305,0.5779699999999994,6,7,3.605292311348814,1,0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)O2
0.5053829464594332,343.343,0.6826699999999997,5,6,3.728277603799297,0,1,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)N2C=O
0.49806548770399395,315.333,0.9892699999999992,6,6,3.5178165717038423,1,0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)C2
0.628041535462618,211.22099999999998,-0.26193000000000033,3,6,4.185205405558615,0,1,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1
0.44978379119051176,345.341,0.55511,4,5,3.7814818187252186,0,1,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(=N)[nH]1
0.5534540337585144,325.33200000000005,0.7491699999999996,4,7,2.9723976719578715,0,1,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)O)cc1
0.3830945504016462,337.221,-1.2697,5,7,4.3711073788358465,0,1,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C=CC1
0.36936949458440926,337.221,-1.6172999999999997,5,7,4.403934497479915,0,1,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CC=C1
0.12453717704351078,340.28800000000007,-0.012600000000000056,5,8,4.357727703225185,0,1,O=[N+]([O-])c1cc(O)c(O)c(C(O)=NC/C=C/[C@H]2OC[C@H](O)[C@@H]2O)c1
0.7015079236860727,265.36199999999997,0.4381099999999997,3,4,3.697234195222684,0,1,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1
0.5853070421800828,314.345,1.5099699999999998,5,5,3.4331718379760314,0,1,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)C2
0.3612745314546306,250.25399999999996,1.9947,2,4,3.094065435686784,0,1,O=[N+]([O-])c1ccc([C@@H](O)CN=C(O)C2CC2)cc1
0.44737244437066326,332.24900000000014,0.4117199999999996,5,6,3.0891512086456423,0,1,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O
0.48683271546331225,432.49200000000013,2.680200000000001,4,5,3.6641794680558686,0,1,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)NCC2
0.48070303719801505,413.48900000000003,4.547500000000004,3,4,3.2064384021090673,0,1,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
0.4467631649932286,374.3300000000002,1.43792,5,6,3.5882159599061296,0,1,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2C(=O)O)c1O
0.4060993831936371,414.5020000000001,3.7254000000000023,3,4,3.3843573085038763,0,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)OCc1ccccc1)C(=O)O
0.6776125789179284,259.309,2.2480400000000005,1,5,1.986873499737536,0,1,CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C
0.3809287603719681,400.4750000000001,3.3050000000000015,4,4,3.465743581902297,0,1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)c1cccc(O)c1)C(=O)O
0.5505241284748956,393.4110000000002,1.7232999999999998,3,5,3.548763128120658,0,1,CC(C)N1C(=O)C(=O)C(c2ccc(F)cc2)=C1CC[C@@H](O)C[C@@H](O)CC(=O)O
0.5724321962220624,366.3100000000001,1.92822,4,6,3.2852956257773194,0,1,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc32)c1O
0.5888437890285033,326.2890000000001,1.7182199999999996,4,5,4.206784060442986,0,1,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H]3C2)c1O
0.7795679829332178,244.294,2.665840000000001,0,4,1.7793037336842232,0,1,CCOC(=O)c1c(C)nn(-c2ccccc2)c1C
0.4149346326705476,336.413,1.6474,3,5,4.195275585142221,0,1,CC1(C)S[C@H]([C@@H](C=O)N=C(O)Cc2ccccc2)N[C@H]1C(=O)O
0.4503642996016825,384.4360000000001,2.8483,3,5,3.693094370724207,0,1,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cnccn1)C(=O)O
0.4310429139137082,322.386,1.453,3,5,4.149466422102397,0,1,CC1(C)S[C@H]([C@@H](C=O)N=C(O)c2ccccc2)N[C@H]1C(=O)O
0.5204018185871562,406.5480000000002,3.999400000000003,2,4,2.1938229292780473,0,1,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)cccc12
0.3012392834800965,383.25700000000006,2.380700000000001,4,5,3.8965280985348585,0,1,CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1ccncc1)B(O)O
0.15621232787581651,421.56300000000016,4.260500000000003,3,5,2.5756888531451576,0,1,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(O)=NO)cccc12
0.4943827841757993,449.5090000000002,4.204420000000004,3,5,3.631296868943439,0,1,CC1=C(CCOP(=O)(O)O)S[C@H]([C@@H](O)Cc2ccccc2)N1Cc1ccc(C)cc1
0.5706112138437031,392.52100000000013,3.609300000000002,2,4,2.171951192607251,0,1,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)cccc12
0.44212161871769584,289.37500000000006,3.617200000000003,3,3,4.614530204028476,0,1,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](N=C(O)c1cccc(O)c1O)C2
0.3775460536914114,339.2370000000001,-1.3933000000000002,5,7,4.273858095915377,0,1,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CCC1
0.1725024941029885,407.5360000000001,3.8704000000000027,3,5,2.566761982532485,0,1,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(O)=NO)cccc12
